"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1976","Victoria, British Columbia","2011S0503935","Housing under construction","Apartment and other unit types","Units","300","units","0","v42128009","27.2.5","2009","","","","0"
"1976","Victoria, British Columbia","2011S0503935","Housing completions","Total units","Units","300","units","0","v42128010","27.3.1","4345","","","","0"
"1976","Victoria, British Columbia","2011S0503935","Housing completions","Single-detached units","Units","300","units","0","v42128011","27.3.2","1538","","","","0"
"1976","Victoria, British Columbia","2011S0503935","Housing completions","Semi-detached units","Units","300","units","0","v42128012","27.3.3","148","","","","0"
"1976","Victoria, British Columbia","2011S0503935","Housing completions","Row units","Units","300","units","0","v42128013","27.3.4","265","","","","0"
"1976","Victoria, British Columbia","2011S0503935","Housing completions","Apartment and other unit types","Units","300","units","0","v42128014","27.3.5","2394","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing starts","Total units","Units","300","units","0","v42128015","28.1.1","2002","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing starts","Single-detached units","Units","300","units","0","v42128016","28.1.2","1071","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing starts","Semi-detached units","Units","300","units","0","v42128017","28.1.3","54","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing starts","Row units","Units","300","units","0","v42128018","28.1.4","35","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing starts","Apartment and other unit types","Units","300","units","0","v42128019","28.1.5","842","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing under construction","Total units","Units","300","units","0","v42128020","28.2.1","1081","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing under construction","Single-detached units","Units","300","units","0","v42128021","28.2.2","329","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing under construction","Semi-detached units","Units","300","units","0","v42128022","28.2.3","38","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing under construction","Row units","Units","300","units","0","v42128023","28.2.4","50","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing under construction","Apartment and other unit types","Units","300","units","0","v42128024","28.2.5","664","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing completions","Total units","Units","300","units","0","v42128025","28.3.1","1985","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing completions","Single-detached units","Units","300","units","0","v42128026","28.3.2","1026","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing completions","Semi-detached units","Units","300","units","0","v42128027","28.3.3","43","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing completions","Row units","Units","300","units","0","v42128028","28.3.4","39","","","","0"
"1976","Windsor, Ontario","2011S0503559","Housing completions","Apartment and other unit types","Units","300","units","0","v42128029","28.3.5","877","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing starts","Total units","Units","300","units","0","v42128030","29.1.1","6718","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing starts","Single-detached units","Units","300","units","0","v42128031","29.1.2","2927","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing starts","Semi-detached units","Units","300","units","0","v42128032","29.1.3","558","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing starts","Row units","Units","300","units","0","v42128033","29.1.4","859","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing starts","Apartment and other unit types","Units","300","units","0","v42128034","29.1.5","2374","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing under construction","Total units","Units","300","units","0","v42128035","29.2.1","4246","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing under construction","Single-detached units","Units","300","units","0","v42128036","29.2.2","1230","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing under construction","Semi-detached units","Units","300","units","0","v42128037","29.2.3","397","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing under construction","Row units","Units","300","units","0","v42128038","29.2.4","756","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing under construction","Apartment and other unit types","Units","300","units","0","v42128039","29.2.5","1863","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing completions","Total units","Units","300","units","0","v42128040","29.3.1","6340","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing completions","Single-detached units","Units","300","units","0","v42128041","29.3.2","2780","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing completions","Semi-detached units","Units","300","units","0","v42128042","29.3.3","515","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing completions","Row units","Units","300","units","0","v42128043","29.3.4","338","","","","0"
"1976","Winnipeg, Manitoba","2011S0503602","Housing completions","Apartment and other unit types","Units","300","units","0","v42128044","29.3.5","2707","","","","0"
"1977","Census metropolitan areas","","Housing starts","Total units","Units","300","units","0","v42127715","1.1.1","156820","","","","0"
"1977","Census metropolitan areas","","Housing starts","Single-detached units","Units","300","units","0","v42127716","1.1.2","51987","","","","0"
"1977","Census metropolitan areas","","Housing starts","Semi-detached units","Units","300","units","0","v42127717","1.1.3","13568","","","","0"
"1977","Census metropolitan areas","","Housing starts","Row units","Units","300","units","0","v42127718","1.1.4","21751","","","","0"
"1977","Census metropolitan areas","","Housing starts","Apartment and other unit types","Units","300","units","0","v42127719","1.1.5","69514","","","","0"
"1977","Census metropolitan areas","","Housing under construction","Total units","Units","300","units","0","v42127720","1.2.1","128653","","","","0"
"1977","Census metropolitan areas","","Housing under construction","Single-detached units","Units","300","units","0","v42127721","1.2.2","24436","","","","0"
"1977","Census metropolitan areas","","Housing under construction","Semi-detached units","Units","300","units","0","v42127722","1.2.3","8352","","","","0"
"1977","Census metropolitan areas","","Housing under construction","Row units","Units","300","units","0","v42127723","1.2.4","18707","","","","0"
"1977","Census metropolitan areas","","Housing under construction","Apartment and other unit types","Units","300","units","0","v42127724","1.2.5","77158","","","","0"
"1977","Census metropolitan areas","","Housing completions","Total units","Units","300","units","0","v42127725","1.3.1","160082","","","","0"
"1977","Census metropolitan areas","","Housing completions","Single-detached units","Units","300","units","0","v42127726","1.3.2","58083","","","","0"
"1977","Census metropolitan areas","","Housing completions","Semi-detached units","Units","300","units","0","v42127727","1.3.3","12002","","","","0"
"1977","Census metropolitan areas","","Housing completions","Row units","Units","300","units","0","v42127728","1.3.4","26184","","","","0"
"1977","Census metropolitan areas","","Housing completions","Apartment and other unit types","Units","300","units","0","v42127729","1.3.5","63813","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing starts","Total units","Units","300","units","0","v42135917","33.1.1","1026","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing starts","Single-detached units","Units","300","units","0","v42135913","33.1.2","465","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing starts","Semi-detached units","Units","300","units","0","v42135914","33.1.3","334","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing starts","Row units","Units","300","units","0","v42135915","33.1.4","109","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing starts","Apartment and other unit types","Units","300","units","0","v42135916","33.1.5","118","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing under construction","Total units","Units","300","units","0","v42135947","33.2.1","584","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing under construction","Single-detached units","Units","300","units","0","v42135943","33.2.2","145","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing under construction","Semi-detached units","Units","300","units","0","v42135944","33.2.3","158","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing under construction","Row units","Units","300","units","0","v42135945","33.2.4","163","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing under construction","Apartment and other unit types","Units","300","units","0","v42135946","33.2.5","118","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing completions","Total units","Units","300","units","0","v42135977","33.3.1","1174","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing completions","Single-detached units","Units","300","units","0","v42135973","33.3.2","579","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing completions","Semi-detached units","Units","300","units","0","v42135974","33.3.3","250","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing completions","Row units","Units","300","units","0","v42135975","33.3.4","111","","","","0"
"1977","Brantford, Ontario","2011S0503543","Housing completions","Apartment and other unit types","Units","300","units","0","v42135976","33.3.5","234","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing starts","Total units","Units","300","units","0","v42127880","2.1.1","13190","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing starts","Single-detached units","Units","300","units","0","v42127881","2.1.2","3638","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing starts","Semi-detached units","Units","300","units","0","v42127882","2.1.3","1174","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing starts","Row units","Units","300","units","0","v42127883","2.1.4","3331","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing starts","Apartment and other unit types","Units","300","units","0","v42127884","2.1.5","5047","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing under construction","Total units","Units","300","units","0","v42127885","2.2.1","9016","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing under construction","Single-detached units","Units","300","units","0","v42127886","2.2.2","1701","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing under construction","Semi-detached units","Units","300","units","0","v42127887","2.2.3","688","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing under construction","Row units","Units","300","units","0","v42127888","2.2.4","2156","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing under construction","Apartment and other unit types","Units","300","units","0","v42127889","2.2.5","4471","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing completions","Total units","Units","300","units","0","v42127890","2.3.1","11480","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing completions","Single-detached units","Units","300","units","0","v42127891","2.3.2","3724","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing completions","Semi-detached units","Units","300","units","0","v42127892","2.3.3","986","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing completions","Row units","Units","300","units","0","v42127893","2.3.4","3878","","","","0"
"1977","Calgary, Alberta","2011S0503825","Housing completions","Apartment and other unit types","Units","300","units","0","v42127894","2.3.5","2892","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing starts","Total units","Units","300","units","0","v42128090","4.1.1","12206","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing starts","Single-detached units","Units","300","units","0","v42128091","4.1.2","3955","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing starts","Semi-detached units","Units","300","units","0","v42128092","4.1.3","526","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing starts","Row units","Units","300","units","0","v42128093","4.1.4","2486","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing starts","Apartment and other unit types","Units","300","units","0","v42128094","4.1.5","5239","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing under construction","Total units","Units","300","units","0","v42128095","4.2.1","10350","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing under construction","Single-detached units","Units","300","units","0","v42128096","4.2.2","2558","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing under construction","Semi-detached units","Units","300","units","0","v42128097","4.2.3","362","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing under construction","Row units","Units","300","units","0","v42128098","4.2.4","1977","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing under construction","Apartment and other unit types","Units","300","units","0","v42128099","4.2.5","5453","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing completions","Total units","Units","300","units","0","v42128100","4.3.1","12853","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing completions","Single-detached units","Units","300","units","0","v42128101","4.3.2","5009","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing completions","Semi-detached units","Units","300","units","0","v42128102","4.3.3","560","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing completions","Row units","Units","300","units","0","v42128103","4.3.4","3252","","","","0"
"1977","Edmonton, Alberta","2011S0503835","Housing completions","Apartment and other unit types","Units","300","units","0","v42128104","4.3.5","4032","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing starts","Total units","Units","300","units","0","v42127925","22.1.1","1265","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing starts","Single-detached units","Units","300","units","0","v42127926","22.1.2","678","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing starts","Semi-detached units","Units","300","units","0","v42127927","22.1.3","290","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing starts","Row units","Units","300","units","0","v42127928","22.1.4","152","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing starts","Apartment and other unit types","Units","300","units","0","v42127929","22.1.5","145","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing under construction","Total units","Units","300","units","0","v42127930","22.2.1","589","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing under construction","Single-detached units","Units","300","units","0","v42127931","22.2.2","170","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing under construction","Semi-detached units","Units","300","units","0","v42127932","22.2.3","72","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing under construction","Row units","Units","300","units","0","v42127933","22.2.4","152","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing under construction","Apartment and other unit types","Units","300","units","0","v42127934","22.2.5","195","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing completions","Total units","Units","300","units","0","v42127935","22.3.1","1085","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing completions","Single-detached units","Units","300","units","0","v42127936","22.3.2","689","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing completions","Semi-detached units","Units","300","units","0","v42127937","22.3.3","290","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing completions","Row units","Units","300","units","0","v42127938","22.3.4","0","","","","0"
"1977","Greater Sudbury, Ontario","2011S0503580","Housing completions","Apartment and other unit types","Units","300","units","0","v42127939","22.3.5","106","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing starts","Total units","Units","300","units","0","v42135922","34.1.1","943","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing starts","Single-detached units","Units","300","units","0","v42135918","34.1.2","162","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing starts","Semi-detached units","Units","300","units","0","v42135919","34.1.3","76","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing starts","Row units","Units","300","units","0","v42135920","34.1.4","0","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing starts","Apartment and other unit types","Units","300","units","0","v42135921","34.1.5","705","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing under construction","Total units","Units","300","units","0","v42135952","34.2.1","1132","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing under construction","Single-detached units","Units","300","units","0","v42135948","34.2.2","112","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing under construction","Semi-detached units","Units","300","units","0","v42135949","34.2.3","54","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing under construction","Row units","Units","300","units","0","v42135950","34.2.4","105","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing under construction","Apartment and other unit types","Units","300","units","0","v42135951","34.2.5","861","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing completions","Total units","Units","300","units","0","v42135982","34.3.1","616","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing completions","Single-detached units","Units","300","units","0","v42135978","34.3.2","182","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing completions","Semi-detached units","Units","300","units","0","v42135979","34.3.3","66","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing completions","Row units","Units","300","units","0","v42135980","34.3.4","127","","","","0"
"1977","Guelph, Ontario","2011S0503550","Housing completions","Apartment and other unit types","Units","300","units","0","v42135981","34.3.5","241","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing starts","Total units","Units","300","units","0","v42128105","5.1.1","4277","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing starts","Single-detached units","Units","300","units","0","v42128106","5.1.2","1219","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing starts","Semi-detached units","Units","300","units","0","v42128107","5.1.3","160","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing starts","Row units","Units","300","units","0","v42128108","5.1.4","246","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing starts","Apartment and other unit types","Units","300","units","0","v42128109","5.1.5","2652","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing under construction","Total units","Units","300","units","0","v42128110","5.2.1","4015","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing under construction","Single-detached units","Units","300","units","0","v42128111","5.2.2","512","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing under construction","Semi-detached units","Units","300","units","0","v42128112","5.2.3","158","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing under construction","Row units","Units","300","units","0","v42128113","5.2.4","241","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing under construction","Apartment and other unit types","Units","300","units","0","v42128114","5.2.5","3104","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing completions","Total units","Units","300","units","0","v42128115","5.3.1","3678","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing completions","Single-detached units","Units","300","units","0","v42128116","5.3.2","1459","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing completions","Semi-detached units","Units","300","units","0","v42128117","5.3.3","198","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing completions","Row units","Units","300","units","0","v42128118","5.3.4","110","","","","0"
"1977","Halifax, Nova Scotia","2011S0503205","Housing completions","Apartment and other unit types","Units","300","units","0","v42128119","5.3.5","1911","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing starts","Total units","Units","300","units","0","v42128120","6.1.1","3956","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing starts","Single-detached units","Units","300","units","0","v42128121","6.1.2","1624","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing starts","Semi-detached units","Units","300","units","0","v42128122","6.1.3","810","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing starts","Row units","Units","300","units","0","v42128123","6.1.4","809","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing starts","Apartment and other unit types","Units","300","units","0","v42128124","6.1.5","713","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing under construction","Total units","Units","300","units","0","v42128125","6.2.1","4095","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing under construction","Single-detached units","Units","300","units","0","v42128126","6.2.2","694","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing under construction","Semi-detached units","Units","300","units","0","v42128127","6.2.3","562","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing under construction","Row units","Units","300","units","0","v42128128","6.2.4","859","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing under construction","Apartment and other unit types","Units","300","units","0","v42128129","6.2.5","1980","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing completions","Total units","Units","300","units","0","v42128130","6.3.1","5173","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing completions","Single-detached units","Units","300","units","0","v42128131","6.3.2","1621","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing completions","Semi-detached units","Units","300","units","0","v42128132","6.3.3","411","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing completions","Row units","Units","300","units","0","v42128133","6.3.4","1079","","","","0"
"1977","Hamilton, Ontario","2011S0503537","Housing completions","Apartment and other unit types","Units","300","units","0","v42128134","6.3.5","2062","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing starts","Total units","Units","300","units","0","v42135927","35.1.1","713","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing starts","Single-detached units","Units","300","units","0","v42135923","35.1.2","353","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing starts","Semi-detached units","Units","300","units","0","v42135924","35.1.3","24","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing starts","Row units","Units","300","units","0","v42135925","35.1.4","4","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing starts","Apartment and other unit types","Units","300","units","0","v42135926","35.1.5","332","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing under construction","Total units","Units","300","units","0","v42135957","35.2.1","383","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing under construction","Single-detached units","Units","300","units","0","v42135953","35.2.2","109","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing under construction","Semi-detached units","Units","300","units","0","v42135954","35.2.3","10","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing under construction","Row units","Units","300","units","0","v42135955","35.2.4","26","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing under construction","Apartment and other unit types","Units","300","units","0","v42135956","35.2.5","238","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing completions","Total units","Units","300","units","0","v42135987","35.3.1","658","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing completions","Single-detached units","Units","300","units","0","v42135983","35.3.2","383","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing completions","Semi-detached units","Units","300","units","0","v42135984","35.3.3","34","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing completions","Row units","Units","300","units","0","v42135985","35.3.4","4","","","","0"
"1977","Kelowna, British Columbia","2011S0503915","Housing completions","Apartment and other unit types","Units","300","units","0","v42135986","35.3.5","237","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing starts","Total units","Units","300","units","0","v42128075","31.1.1","1154","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing starts","Single-detached units","Units","300","units","0","v42128076","31.1.2","481","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing starts","Semi-detached units","Units","300","units","0","v42128077","31.1.3","232","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing starts","Row units","Units","300","units","0","v42128078","31.1.4","19","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing starts","Apartment and other unit types","Units","300","units","0","v42128079","31.1.5","422","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing under construction","Total units","Units","300","units","0","v42128080","31.2.1","1092","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing under construction","Single-detached units","Units","300","units","0","v42128081","31.2.2","226","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing under construction","Semi-detached units","Units","300","units","0","v42128082","31.2.3","226","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing under construction","Row units","Units","300","units","0","v42128083","31.2.4","137","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing under construction","Apartment and other unit types","Units","300","units","0","v42128084","31.2.5","503","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing completions","Total units","Units","300","units","0","v42128085","31.3.1","1355","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing completions","Single-detached units","Units","300","units","0","v42128086","31.3.2","460","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing completions","Semi-detached units","Units","300","units","0","v42128087","31.3.3","86","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing completions","Row units","Units","300","units","0","v42128088","31.3.4","259","","","","0"
"1977","Kingston, Ontario","2011S0503521","Housing completions","Apartment and other unit types","Units","300","units","0","v42128089","31.3.5","550","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing starts","Total units","Units","300","units","0","v42128135","7.1.1","3466","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing starts","Single-detached units","Units","300","units","0","v42128136","7.1.2","1345","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing starts","Semi-detached units","Units","300","units","0","v42128137","7.1.3","369","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing starts","Row units","Units","300","units","0","v42128138","7.1.4","612","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing starts","Apartment and other unit types","Units","300","units","0","v42128139","7.1.5","1140","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing under construction","Total units","Units","300","units","0","v42128140","7.2.1","3062","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing under construction","Single-detached units","Units","300","units","0","v42128141","7.2.2","981","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing under construction","Semi-detached units","Units","300","units","0","v42128142","7.2.3","243","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing under construction","Row units","Units","300","units","0","v42128143","7.2.4","590","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing under construction","Apartment and other unit types","Units","300","units","0","v42128144","7.2.5","1248","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing completions","Total units","Units","300","units","0","v42128145","7.3.1","3543","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing completions","Single-detached units","Units","300","units","0","v42128146","7.3.2","1757","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing completions","Semi-detached units","Units","300","units","0","v42128147","7.3.3","277","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing completions","Row units","Units","300","units","0","v42128148","7.3.4","734","","","","0"
"1977","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Housing completions","Apartment and other unit types","Units","300","units","0","v42128149","7.3.5","775","","","","0"
"1977","London, Ontario","2011S0503555","Housing starts","Total units","Units","300","units","0","v42128150","8.1.1","3973","","","","0"
"1977","London, Ontario","2011S0503555","Housing starts","Single-detached units","Units","300","units","0","v42128151","8.1.2","1389","","","","0"
"1977","London, Ontario","2011S0503555","Housing starts","Semi-detached units","Units","300","units","0","v42128152","8.1.3","274","","","","0"
"1977","London, Ontario","2011S0503555","Housing starts","Row units","Units","300","units","0","v42128153","8.1.4","664","","","","0"
"1977","London, Ontario","2011S0503555","Housing starts","Apartment and other unit types","Units","300","units","0","v42128154","8.1.5","1646","","","","0"
"1977","London, Ontario","2011S0503555","Housing under construction","Total units","Units","300","units","0","v42128155","8.2.1","2649","","","","0"
"1977","London, Ontario","2011S0503555","Housing under construction","Single-detached units","Units","300","units","0","v42128156","8.2.2","604","","","","0"
"1977","London, Ontario","2011S0503555","Housing under construction","Semi-detached units","Units","300","units","0","v42128157","8.2.3","118","","","","0"
"1977","London, Ontario","2011S0503555","Housing under construction","Row units","Units","300","units","0","v42128158","8.2.4","419","","","","0"
"1977","London, Ontario","2011S0503555","Housing under construction","Apartment and other unit types","Units","300","units","0","v42128159","8.2.5","1508","","","","0"
"1977","London, Ontario","2011S0503555","Housing completions","Total units","Units","300","units","0","v42128160","8.3.1","5271","","","","0"
"1977","London, Ontario","2011S0503555","Housing completions","Single-detached units","Units","300","units","0","v42128161","8.3.2","1304","","","","0"
"1977","London, Ontario","2011S0503555","Housing completions","Semi-detached units","Units","300","units","0","v42128162","8.3.3","314","","","","0"
"1977","London, Ontario","2011S0503555","Housing completions","Row units","Units","300","units","0","v42128163","8.3.4","1411","","","","0"
"1977","London, Ontario","2011S0503555","Housing completions","Apartment and other unit types","Units","300","units","0","v42128164","8.3.5","2242","","","","0"
"1977","Moncton, New Brunswick","2011S0503305","Housing starts","Total units","Units","300","units","0","v42135932","36.1.1","406","","","","0"
"1977","Moncton, New Brunswick","2011S0503305","Housing starts","Single-detached units","Units","300","units","0","v42135928","36.1.2","378","","","","0"
